检测到原始France数据集
配置参数: 节点数=10, 邻接矩阵=data/sensor_graph/adj_mx_france.pkl
运行单个实验...
配置: seq_length=96, pred_length=96, enhance=none
为 seq_length=96, pred_length=96 生成数据...
FRANCE数据已存在且序列长度匹配 (seq_length=96)
Namespace(addaptadj=True, adjdata='data/sensor_graph/adj_mx_france.pkl', adjtype='doubletransition', aptonly=False, batch_size=64, data='data/FRANCE', device='cuda:0', dropout=0.5, enhance='none', epochs=10, expid=1, gcn_bool=True, graph_alpha=0.5, graph_mode='lowpass', in_dim=2, learning_rate=0.0005, nhid=64, num_nodes=10, pred_length=96, print_every=50, randomadj=True, run_multiple_experiments=False, save='./garage/france/', seq_length=96, series_kernel=25, weight_decay=0.0001)
start training...
Iter: 000, Train Loss: 0.0335, Train MAPE: 0.2335, Train RMSE: 0.0438
Iter: 050, Train Loss: 0.0172, Train MAPE: 0.1102, Train RMSE: 0.0276
Iter: 100, Train Loss: 0.0169, Train MAPE: 0.1055, Train RMSE: 0.0273
Iter: 150, Train Loss: 0.0189, Train MAPE: 0.1088, Train RMSE: 0.0309
Iter: 200, Train Loss: 0.0169, Train MAPE: 0.1113, Train RMSE: 0.0270
Iter: 250, Train Loss: 0.0176, Train MAPE: 0.1091, Train RMSE: 0.0301
Iter: 300, Train Loss: 0.0178, Train MAPE: 0.1122, Train RMSE: 0.0290
Iter: 350, Train Loss: 0.0178, Train MAPE: 0.1106, Train RMSE: 0.0286
Iter: 400, Train Loss: 0.0158, Train MAPE: 0.0996, Train RMSE: 0.0254
Iter: 450, Train Loss: 0.0172, Train MAPE: 0.1114, Train RMSE: 0.0261
Iter: 500, Train Loss: 0.0170, Train MAPE: 0.1088, Train RMSE: 0.0284
Iter: 550, Train Loss: 0.0170, Train MAPE: 0.1072, Train RMSE: 0.0270
Iter: 600, Train Loss: 0.0159, Train MAPE: 0.1027, Train RMSE: 0.0258
Iter: 650, Train Loss: 0.0163, Train MAPE: 0.1057, Train RMSE: 0.0273
Iter: 700, Train Loss: 0.0159, Train MAPE: 0.1022, Train RMSE: 0.0259
Iter: 750, Train Loss: 0.0159, Train MAPE: 0.0985, Train RMSE: 0.0268
Iter: 800, Train Loss: 0.0158, Train MAPE: 0.1042, Train RMSE: 0.0256
Iter: 850, Train Loss: 0.0176, Train MAPE: 0.1078, Train RMSE: 0.0314
Iter: 900, Train Loss: 0.0166, Train MAPE: 0.1104, Train RMSE: 0.0257
Epoch: 001, Inference Time: 4.5380 secs
Epoch: 001, Train Loss: 0.0171, Train MAPE: 0.1091, Train RMSE: 0.0283, Valid Loss: 0.0198, Valid MAPE: 0.1366, Valid RMSE: 0.0310, Training Time: 111.8786/epoch
Iter: 000, Train Loss: 0.0171, Train MAPE: 0.1164, Train RMSE: 0.0257
Iter: 050, Train Loss: 0.0171, Train MAPE: 0.1107, Train RMSE: 0.0281
Iter: 100, Train Loss: 0.0175, Train MAPE: 0.1090, Train RMSE: 0.0321
Iter: 150, Train Loss: 0.0163, Train MAPE: 0.1051, Train RMSE: 0.0300
Iter: 200, Train Loss: 0.0170, Train MAPE: 0.1061, Train RMSE: 0.0281
Iter: 250, Train Loss: 0.0164, Train MAPE: 0.1095, Train RMSE: 0.0260
Iter: 300, Train Loss: 0.0178, Train MAPE: 0.1068, Train RMSE: 0.0330
Iter: 350, Train Loss: 0.0158, Train MAPE: 0.1031, Train RMSE: 0.0249
Iter: 400, Train Loss: 0.0167, Train MAPE: 0.1098, Train RMSE: 0.0287
Iter: 450, Train Loss: 0.0163, Train MAPE: 0.1032, Train RMSE: 0.0262
Iter: 500, Train Loss: 0.0169, Train MAPE: 0.1044, Train RMSE: 0.0275
Iter: 550, Train Loss: 0.0169, Train MAPE: 0.1064, Train RMSE: 0.0278
Iter: 600, Train Loss: 0.0158, Train MAPE: 0.0975, Train RMSE: 0.0268
Iter: 650, Train Loss: 0.0165, Train MAPE: 0.1083, Train RMSE: 0.0263
Iter: 700, Train Loss: 0.0150, Train MAPE: 0.1026, Train RMSE: 0.0232
Iter: 750, Train Loss: 0.0166, Train MAPE: 0.1069, Train RMSE: 0.0300
Iter: 800, Train Loss: 0.0153, Train MAPE: 0.0996, Train RMSE: 0.0251
Iter: 850, Train Loss: 0.0165, Train MAPE: 0.1041, Train RMSE: 0.0268
Iter: 900, Train Loss: 0.0151, Train MAPE: 0.0964, Train RMSE: 0.0241
Epoch: 002, Inference Time: 4.6829 secs
Epoch: 002, Train Loss: 0.0166, Train MAPE: 0.1053, Train RMSE: 0.0275, Valid Loss: 0.0184, Valid MAPE: 0.1194, Valid RMSE: 0.0297, Training Time: 110.0041/epoch
Iter: 000, Train Loss: 0.0156, Train MAPE: 0.0973, Train RMSE: 0.0271
Iter: 050, Train Loss: 0.0161, Train MAPE: 0.1035, Train RMSE: 0.0270
