Time_Step,Series_0,Series_1,Series_2,Series_3,Series_4,Series_5,Series_6,Series_7,Series_8,Series_9,Series_10,Series_11
0,0.368421052631579,-0.368421052631579,-0.7894736842105263,-0.7894736842105263,-0.6842105263157895,0.1578947368421053,0.26315789473684204,0.4736842105263157,1.0,-1.0,-0.4736842105263158,0.05263157894736836
1,0.5789473684210527,-0.4736842105263158,-0.8947368421052632,1.0,-0.6842105263157895,0.1578947368421053,0.1578947368421053,0.4736842105263157,-1.0,-1.0,-0.368421052631579,0.1578947368421053
2,0.368421052631579,-0.4736842105263158,-1.0,0.1578947368421053,-0.5789473684210527,0.26315789473684204,0.1578947368421053,0.6842105263157894,1.0,-0.8947368421052632,-0.4736842105263158,0.05263157894736836
3,0.5789473684210527,-0.4736842105263158,-0.368421052631579,0.05263157894736836,-0.5789473684210527,0.368421052631579,0.26315789473684204,0.5789473684210527,1.0,-1.0,-0.368421052631579,0.7894736842105263
4,0.5789473684210527,-0.4736842105263158,0.368421052631579,0.1578947368421053,-0.5789473684210527,0.4736842105263157,0.368421052631579,0.894736842105263,1.0,-1.0,0.26315789473684204,0.05263157894736836
5,0.4736842105263157,-0.5789473684210527,0.368421052631579,0.05263157894736836,-0.368421052631579,0.5789473684210527,0.26315789473684204,0.894736842105263,0.894736842105263,-1.0,0.368421052631579,0.7894736842105263
6,0.4736842105263157,-0.5789473684210527,0.5789473684210527,-0.052631578947368474,-0.368421052631579,0.4736842105263157,0.368421052631579,0.7894736842105263,1.0,-1.0,0.26315789473684204,0.7894736842105263
7,0.4736842105263157,-0.4736842105263158,0.5789473684210527,-0.1578947368421053,-0.4736842105263158,0.5789473684210527,0.368421052631579,0.7894736842105263,0.894736842105263,-1.0,-0.7894736842105263,0.7894736842105263
8,0.5789473684210527,-0.368421052631579,0.4736842105263157,-0.052631578947368474,-0.368421052631579,0.4736842105263157,0.368421052631579,0.6842105263157894,1.0,-0.8947368421052632,-1.0,0.05263157894736836
9,0.4736842105263157,0.368421052631579,-0.6842105263157895,0.05263157894736836,-0.5789473684210527,0.4736842105263157,0.4736842105263157,0.6842105263157894,1.0,-0.7894736842105263,-0.8947368421052632,-0.4736842105263158
10,0.5789473684210527,0.26315789473684204,-0.6842105263157895,0.1578947368421053,-0.368421052631579,0.5789473684210527,0.368421052631579,0.7894736842105263,-1.0,-0.7894736842105263,-1.0,-0.5789473684210527
11,0.6842105263157894,0.368421052631579,-0.6842105263157895,0.26315789473684204,-0.4736842105263158,0.894736842105263,0.368421052631579,0.7894736842105263,-1.0,-0.8947368421052632,-1.0,0.1578947368421053
12,0.5789473684210527,0.5789473684210527,-0.6842105263157895,0.368421052631579,0.894736842105263,0.894736842105263,0.26315789473684204,0.894736842105263,-0.8947368421052632,-0.8947368421052632,-0.8947368421052632,0.05263157894736836
13,0.6842105263157894,0.5789473684210527,-0.5789473684210527,-0.1578947368421053,0.894736842105263,0.894736842105263,0.1578947368421053,0.5789473684210527,-0.8947368421052632,-1.0,-1.0,-0.052631578947368474
14,0.7894736842105263,0.368421052631579,-0.6842105263157895,-0.26315789473684215,0.894736842105263,0.7894736842105263,0.05263157894736836,0.6842105263157894,-0.7894736842105263,1.0,-0.8947368421052632,0.05263157894736836
15,0.894736842105263,0.26315789473684204,-0.6842105263157895,-0.26315789473684215,0.5789473684210527,0.7894736842105263,-0.052631578947368474,0.6842105263157894,-0.7894736842105263,-1.0,-0.7894736842105263,-0.4736842105263158
16,1.0,0.26315789473684204,-0.6842105263157895,-0.1578947368421053,0.6842105263157894,0.894736842105263,0.05263157894736836,0.6842105263157894,-0.7894736842105263,-1.0,-0.7894736842105263,-0.6842105263157895
17,-0.7894736842105263,0.26315789473684204,-0.5789473684210527,-0.26315789473684215,0.6842105263157894,0.5789473684210527,0.05263157894736836,0.6842105263157894,-0.6842105263157895,-1.0,-0.7894736842105263,-0.6842105263157895
18,-0.7894736842105263,0.26315789473684204,-0.5789473684210527,-0.26315789473684215,0.6842105263157894,0.4736842105263157,-0.052631578947368474,0.5789473684210527,-0.6842105263157895,-0.8947368421052632,-0.8947368421052632,-0.7894736842105263
19,1.0,0.1578947368421053,-0.6842105263157895,-0.26315789473684215,0.7894736842105263,0.6842105263157894,-0.052631578947368474,0.894736842105263,-0.5789473684210527,-0.7894736842105263,-0.8947368421052632,-0.8947368421052632
20,-0.7894736842105263,0.05263157894736836,-0.6842105263157895,-0.26315789473684215,0.894736842105263,0.6842105263157894,-0.052631578947368474,0.894736842105263,0.26315789473684204,-0.6842105263157895,-1.0,-0.7894736842105263
21,1.0,0.05263157894736836,-0.6842105263157895,-0.1578947368421053,0.894736842105263,0.6842105263157894,-0.1578947368421053,0.5789473684210527,0.26315789473684204,-0.5789473684210527,-0.8947368421052632,-0.7894736842105263
22,-0.7894736842105263,0.1578947368421053,-0.6842105263157895,-0.1578947368421053,0.894736842105263,0.5789473684210527,-0.26315789473684215,0.4736842105263157,0.26315789473684204,-0.5789473684210527,-0.8947368421052632,-1.0
23,1.0,0.26315789473684204,-0.5789473684210527,0.368421052631579,0.7894736842105263,0.894736842105263,-0.26315789473684215,0.4736842105263157,0.1578947368421053,-0.4736842105263158,-0.7894736842105263,-0.8947368421052632
24,-1.0,0.26315789473684204,-0.4736842105263158,0.368421052631579,0.7894736842105263,0.5789473684210527,-0.368421052631579,0.4736842105263157,0.05263157894736836,-0.368421052631579,-0.7894736842105263,-0.8947368421052632
25,-0.368421052631579,0.1578947368421053,-0.368421052631579,0.5789473684210527,0.7894736842105263,0.4736842105263157,-0.26315789473684215,0.5789473684210527,0.7894736842105263,-0.368421052631579,-0.8947368421052632,-1.0
26,-1.0,0.05263157894736836,-0.368421052631579,0.5789473684210527,0.7894736842105263,0.368421052631579,-0.1578947368421053,0.894736842105263,0.6842105263157894,0.26315789473684204,-1.0,-1.0
27,1.0,0.05263157894736836,-0.368421052631579,0.6842105263157894,0.7894736842105263,0.368421052631579,-0.26315789473684215,0.894736842105263,0.7894736842105263,0.26315789473684204,1.0,-1.0
28,0.1578947368421053,0.1578947368421053,-0.368421052631579,0.5789473684210527,0.7894736842105263,0.368421052631579,-0.368421052631579,0.5789473684210527,0.6842105263157894,0.26315789473684204,0.894736842105263,-1.0
