✅ 检测到原始France数据集
📊 配置参数: 节点数=10, 邻接矩阵=data/sensor_graph/adj_mx_france.pkl
🏋️ 运行单个实验...
📊 配置: seq_length=96, pred_length=96
🔄 为 seq_length=96, pred_length=96 生成数据...
✅ FRANCE数据已存在且序列长度匹配 (seq_length=96)
Namespace(addaptadj=True, adjdata='data/sensor_graph/adj_mx_france.pkl', adjtype='doubletransition', aptonly=False, batch_size=64, data='data/FRANCE', device='cuda:0', dropout=0.5, epochs=10, expid=1, gcn_bool=True, in_dim=2, learning_rate=0.001, nhid=64, num_nodes=10, pred_length=96, print_every=50, randomadj=True, run_multiple_experiments=False, save='./garage/france/', seq_length=96, weight_decay=0.0001)
start training...
Iter: 000, Train Loss: 0.0327, Train MAPE: 0.2309, Train RMSE: 0.0428
Iter: 050, Train Loss: 0.0180, Train MAPE: 0.1166, Train RMSE: 0.0281
Iter: 100, Train Loss: 0.0169, Train MAPE: 0.1147, Train RMSE: 0.0265
Iter: 150, Train Loss: 0.0172, Train MAPE: 0.1097, Train RMSE: 0.0273
Iter: 200, Train Loss: 0.0157, Train MAPE: 0.1018, Train RMSE: 0.0254
Iter: 250, Train Loss: 0.0177, Train MAPE: 0.1099, Train RMSE: 0.0315
Iter: 300, Train Loss: 0.0181, Train MAPE: 0.1140, Train RMSE: 0.0327
Iter: 350, Train Loss: 0.0168, Train MAPE: 0.1136, Train RMSE: 0.0259
Iter: 400, Train Loss: 0.0174, Train MAPE: 0.1091, Train RMSE: 0.0296
Iter: 450, Train Loss: 0.0186, Train MAPE: 0.1159, Train RMSE: 0.0316
Iter: 500, Train Loss: 0.0157, Train MAPE: 0.0985, Train RMSE: 0.0253
Iter: 550, Train Loss: 0.0175, Train MAPE: 0.1137, Train RMSE: 0.0290
Iter: 600, Train Loss: 0.0165, Train MAPE: 0.1041, Train RMSE: 0.0302
Iter: 650, Train Loss: 0.0172, Train MAPE: 0.1059, Train RMSE: 0.0277
Iter: 700, Train Loss: 0.0171, Train MAPE: 0.1108, Train RMSE: 0.0264
Iter: 750, Train Loss: 0.0169, Train MAPE: 0.1068, Train RMSE: 0.0282
Iter: 800, Train Loss: 0.0169, Train MAPE: 0.1085, Train RMSE: 0.0267
Iter: 850, Train Loss: 0.0175, Train MAPE: 0.1098, Train RMSE: 0.0288
Iter: 900, Train Loss: 0.0169, Train MAPE: 0.1078, Train RMSE: 0.0273
Epoch: 001, Inference Time: 4.6178 secs
Epoch: 001, Train Loss: 0.0172, Train MAPE: 0.1098, Train RMSE: 0.0283, Valid Loss: 0.0193, Valid MAPE: 0.1246, Valid RMSE: 0.0312, Training Time: 111.6958/epoch
Iter: 000, Train Loss: 0.0161, Train MAPE: 0.0993, Train RMSE: 0.0262
Iter: 050, Train Loss: 0.0167, Train MAPE: 0.1076, Train RMSE: 0.0274
Iter: 100, Train Loss: 0.0164, Train MAPE: 0.1029, Train RMSE: 0.0268
Iter: 150, Train Loss: 0.0174, Train MAPE: 0.1101, Train RMSE: 0.0283
Iter: 200, Train Loss: 0.0167, Train MAPE: 0.1094, Train RMSE: 0.0258
Iter: 250, Train Loss: 0.0171, Train MAPE: 0.1099, Train RMSE: 0.0285
Iter: 300, Train Loss: 0.0165, Train MAPE: 0.1075, Train RMSE: 0.0271
Iter: 350, Train Loss: 0.0167, Train MAPE: 0.1096, Train RMSE: 0.0258
Iter: 400, Train Loss: 0.0165, Train MAPE: 0.1066, Train RMSE: 0.0261
Iter: 450, Train Loss: 0.0171, Train MAPE: 0.1030, Train RMSE: 0.0317
Iter: 500, Train Loss: 0.0159, Train MAPE: 0.1025, Train RMSE: 0.0255
Iter: 550, Train Loss: 0.0171, Train MAPE: 0.1034, Train RMSE: 0.0312
Iter: 600, Train Loss: 0.0162, Train MAPE: 0.1023, Train RMSE: 0.0264
Iter: 650, Train Loss: 0.0181, Train MAPE: 0.1085, Train RMSE: 0.0330
Iter: 700, Train Loss: 0.0161, Train MAPE: 0.1023, Train RMSE: 0.0252
Iter: 750, Train Loss: 0.0169, Train MAPE: 0.1081, Train RMSE: 0.0260
Iter: 800, Train Loss: 0.0167, Train MAPE: 0.1015, Train RMSE: 0.0286
Iter: 850, Train Loss: 0.0176, Train MAPE: 0.1080, Train RMSE: 0.0315
Iter: 900, Train Loss: 0.0182, Train MAPE: 0.1192, Train RMSE: 0.0299
Epoch: 002, Inference Time: 4.6771 secs
Epoch: 002, Train Loss: 0.0169, Train MAPE: 0.1072, Train RMSE: 0.0278, Valid Loss: 0.0192, Valid MAPE: 0.1256, Valid RMSE: 0.0309, Training Time: 110.0684/epoch
Iter: 000, Train Loss: 0.0166, Train MAPE: 0.1049, Train RMSE: 0.0293
Iter: 050, Train Loss: 0.0177, Train MAPE: 0.1093, Train RMSE: 0.0296
Iter: 100, Train Loss: 0.0170, Train MAPE: 0.1092, Train RMSE: 0.0266
Iter: 150, Train Loss: 0.0159, Train MAPE: 0.1010, Train RMSE: 0.0285
Iter: 200, Train Loss: 0.0176, Train MAPE: 0.1117, Train RMSE: 0.0270
Iter: 250, Train Loss: 0.0171, Train MAPE: 0.1062, Train RMSE: 0.0277
Iter: 300, Train Loss: 0.0169, Train MAPE: 0.1068, Train RMSE: 0.0290
Iter: 350, Train Loss: 0.0176, Train MAPE: 0.1082, Train RMSE: 0.0316
Iter: 400, Train Loss: 0.0166, Train MAPE: 0.1012, Train RMSE: 0.0303
Iter: 450, Train Loss: 0.0169, Train MAPE: 0.1066, Train RMSE: 0.0277
Iter: 500, Train Loss: 0.0166, Train MAPE: 0.1057, Train RMSE: 0.0257
Iter: 550, Train Loss: 0.0177, Train MAPE: 0.1127, Train RMSE: 0.0286
Iter: 600, Train Loss: 0.0172, Train MAPE: 0.1141, Train RMSE: 0.0278
Iter: 650, Train Loss: 0.0167, Train MAPE: 0.1104, Train RMSE: 0.0264
Iter: 700, Train Loss: 0.0172, Train MAPE: 0.1072, Train RMSE: 0.0255
Iter: 750, Train Loss: 0.0166, Train MAPE: 0.1044, Train RMSE: 0.0260
Iter: 800, Train Loss: 0.0163, Train MAPE: 0.1034, Train RMSE: 0.0266
Iter: 850, Train Loss: 0.0164, Train MAPE: 0.1067, Train RMSE: 0.0267
Iter: 900, Train Loss: 0.0176, Train MAPE: 0.1176, Train RMSE: 0.0280
Epoch: 003, Inference Time: 5.4890 secs
Epoch: 003, Train Loss: 0.0168, Train MAPE: 0.1070, Train RMSE: 0.0276, Valid Loss: 0.0190, Valid MAPE: 0.1226, Valid RMSE: 0.0306, Training Time: 109.7183/epoch
Iter: 000, Train Loss: 0.0173, Train MAPE: 0.1095, Train RMSE: 0.0272
Iter: 050, Train Loss: 0.0173, Train MAPE: 0.1060, Train RMSE: 0.0283
Iter: 100, Train Loss: 0.0174, Train MAPE: 0.1089, Train RMSE: 0.0271
Iter: 150, Train Loss: 0.0168, Train MAPE: 0.1091, Train RMSE: 0.0290
Iter: 200, Train Loss: 0.0176, Train MAPE: 0.1092, Train RMSE: 0.0273
Iter: 250, Train Loss: 0.0172, Train MAPE: 0.1070, Train RMSE: 0.0291
Iter: 300, Train Loss: 0.0170, Train MAPE: 0.1096, Train RMSE: 0.0280
Iter: 350, Train Loss: 0.0181, Train MAPE: 0.1134, Train RMSE: 0.0294
Iter: 400, Train Loss: 0.0170, Train MAPE: 0.1122, Train RMSE: 0.0273
Iter: 450, Train Loss: 0.0176, Train MAPE: 0.1114, Train RMSE: 0.0306
Iter: 500, Train Loss: 0.0171, Train MAPE: 0.1054, Train RMSE: 0.0284
Iter: 550, Train Loss: 0.0165, Train MAPE: 0.1069, Train RMSE: 0.0264
Iter: 600, Train Loss: 0.0167, Train MAPE: 0.1032, Train RMSE: 0.0262
Iter: 650, Train Loss: 0.0188, Train MAPE: 0.1172, Train RMSE: 0.0316
Iter: 700, Train Loss: 0.0167, Train MAPE: 0.1062, Train RMSE: 0.0273
Iter: 750, Train Loss: 0.0167, Train MAPE: 0.1064, Train RMSE: 0.0280
Iter: 800, Train Loss: 0.0160, Train MAPE: 0.1009, Train RMSE: 0.0252
Iter: 850, Train Loss: 0.0163, Train MAPE: 0.1064, Train RMSE: 0.0262
Iter: 900, Train Loss: 0.0164, Train MAPE: 0.1027, Train RMSE: 0.0262
Epoch: 004, Inference Time: 4.9490 secs
Epoch: 004, Train Loss: 0.0168, Train MAPE: 0.1070, Train RMSE: 0.0276, Valid Loss: 0.0189, Valid MAPE: 0.1203, Valid RMSE: 0.0307, Training Time: 111.2252/epoch
Iter: 000, Train Loss: 0.0159, Train MAPE: 0.0986, Train RMSE: 0.0288
Iter: 050, Train Loss: 0.0159, Train MAPE: 0.1062, Train RMSE: 0.0248
Iter: 100, Train Loss: 0.0185, Train MAPE: 0.1138, Train RMSE: 0.0324
Iter: 150, Train Loss: 0.0162, Train MAPE: 0.1032, Train RMSE: 0.0274
Iter: 200, Train Loss: 0.0168, Train MAPE: 0.1084, Train RMSE: 0.0264
Iter: 250, Train Loss: 0.0159, Train MAPE: 0.1015, Train RMSE: 0.0254
Iter: 300, Train Loss: 0.0165, Train MAPE: 0.1072, Train RMSE: 0.0265
Iter: 350, Train Loss: 0.0168, Train MAPE: 0.1056, Train RMSE: 0.0270
Iter: 400, Train Loss: 0.0184, Train MAPE: 0.1135, Train RMSE: 0.0319
Iter: 450, Train Loss: 0.0173, Train MAPE: 0.1082, Train RMSE: 0.0325
Iter: 500, Train Loss: 0.0179, Train MAPE: 0.1138, Train RMSE: 0.0284
Iter: 550, Train Loss: 0.0165, Train MAPE: 0.1040, Train RMSE: 0.0262
Iter: 600, Train Loss: 0.0172, Train MAPE: 0.1109, Train RMSE: 0.0293
Iter: 650, Train Loss: 0.0170, Train MAPE: 0.1102, Train RMSE: 0.0273
Iter: 700, Train Loss: 0.0167, Train MAPE: 0.1082, Train RMSE: 0.0270
Iter: 750, Train Loss: 0.0172, Train MAPE: 0.1064, Train RMSE: 0.0318
Iter: 800, Train Loss: 0.0161, Train MAPE: 0.1024, Train RMSE: 0.0256
Iter: 850, Train Loss: 0.0172, Train MAPE: 0.1145, Train RMSE: 0.0293
Iter: 900, Train Loss: 0.0167, Train MAPE: 0.1051, Train RMSE: 0.0262
Epoch: 005, Inference Time: 4.5134 secs
Epoch: 005, Train Loss: 0.0168, Train MAPE: 0.1069, Train RMSE: 0.0275, Valid Loss: 0.0194, Valid MAPE: 0.1294, Valid RMSE: 0.0306, Training Time: 113.5394/epoch
Iter: 000, Train Loss: 0.0167, Train MAPE: 0.1047, Train RMSE: 0.0273
Iter: 050, Train Loss: 0.0159, Train MAPE: 0.1083, Train RMSE: 0.0239
Iter: 100, Train Loss: 0.0176, Train MAPE: 0.1175, Train RMSE: 0.0281
Iter: 150, Train Loss: 0.0163, Train MAPE: 0.1068, Train RMSE: 0.0264
Iter: 200, Train Loss: 0.0151, Train MAPE: 0.0980, Train RMSE: 0.0237
Iter: 250, Train Loss: 0.0170, Train MAPE: 0.1154, Train RMSE: 0.0271
Iter: 300, Train Loss: 0.0172, Train MAPE: 0.1057, Train RMSE: 0.0279
Iter: 350, Train Loss: 0.0160, Train MAPE: 0.1015, Train RMSE: 0.0261
Iter: 400, Train Loss: 0.0165, Train MAPE: 0.1034, Train RMSE: 0.0270
Iter: 450, Train Loss: 0.0168, Train MAPE: 0.1032, Train RMSE: 0.0287
Iter: 500, Train Loss: 0.0170, Train MAPE: 0.1122, Train RMSE: 0.0256
Iter: 550, Train Loss: 0.0175, Train MAPE: 0.1105, Train RMSE: 0.0281
Iter: 600, Train Loss: 0.0157, Train MAPE: 0.0990, Train RMSE: 0.0254
Iter: 650, Train Loss: 0.0166, Train MAPE: 0.1025, Train RMSE: 0.0273
Iter: 700, Train Loss: 0.0172, Train MAPE: 0.1120, Train RMSE: 0.0264
